AIMed_d30@1	NN IN JJ PROTEINT1 CC PRP$ NN NN IN PROTEINT2
AIMed_d84@5	PRP VBP IN NN DT PROTEINT1 CC DT PROTEINT0 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT0 CC PROTEINT2 CC NN PROTEINT0 VBZ IN DT PROTEINT0 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT0
AIMed_d84@5	PRP VBP IN NN DT PROTEINT0 CC DT PROTEINT1 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT2 CC PROTEINT0 CC NN PROTEINT0 VBZ IN DT PROTEINT0 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT0
AIMed_d84@5	PRP VBP IN NN DT PROTEINT0 CC DT PROTEINT1 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT0 CC PROTEINT2 CC NN PROTEINT0 VBZ IN DT PROTEINT0 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT0
AIMed_d84@5	PRP VBP IN NN DT PROTEINT0 CC DT PROTEINT0 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT0 CC PROTEINT0 CC NN PROTEINT1 VBZ IN DT PROTEINT2 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT0
AIMed_d84@5	PRP VBP IN NN DT PROTEINT0 CC DT PROTEINT0 NN IN JJS IN NN DT JJ JJ NN VBG PRP$ NN IN PRP$ CD NNS PROTEINT0 CC PROTEINT0 CC NN PROTEINT0 VBZ IN DT PROTEINT1 IN DT NN WDT VBZ JJ IN DT VBN IN PROTEINT2
AIMed_d55@1	JJ PROTEINT1 PROTEINT0 VBZ DT JJ NN IN PROTEINT2 PROTEINT0 CC PROTEINT0 CC RB VBN IN NNS
AIMed_d55@1	JJ PROTEINT1 PROTEINT0 VBZ DT JJ NN IN PROTEINT0 PROTEINT2 CC PROTEINT0 CC RB VBN IN NNS
AIMed_d55@1	JJ PROTEINT1 PROTEINT0 VBZ DT JJ NN IN PROTEINT0 PROTEINT0 CC PROTEINT2 CC RB VBN IN NNS
AIMed_d55@1	JJ PROTEINT0 PROTEINT1 VBZ DT JJ NN IN PROTEINT2 PROTEINT0 CC PROTEINT0 CC RB VBN IN NNS
AIMed_d55@1	JJ PROTEINT0 PROTEINT1 VBZ DT JJ NN IN PROTEINT0 PROTEINT2 CC PROTEINT0 CC RB VBN IN NNS
AIMed_d55@1	JJ PROTEINT0 PROTEINT1 VBZ DT JJ NN IN PROTEINT0 PROTEINT0 CC PROTEINT2 CC RB VBN IN NNS
AIMed_d55@4	IN RB JJ NNS PROTEINT1 VBD NN NN CC NN IN PROTEINT2 CC PROTEINT0
AIMed_d55@4	IN RB JJ NNS PROTEINT1 VBD NN NN CC NN IN PROTEINT0 CC PROTEINT2
AIMed_d55@5	PROTEINT1 RB VBD NN NN CC JJ NN IN PROTEINT2
AIMed_d55@6	RB PROTEINT1 VBD VBN TO VB TO PROTEINT2 PROTEINT0 CC PROTEINT0 IN RB JJ NNS
AIMed_d55@6	RB PROTEINT1 VBD VBN TO VB TO PROTEINT0 PROTEINT2 CC PROTEINT0 IN RB JJ NNS
AIMed_d55@6	RB PROTEINT1 VBD VBN TO VB TO PROTEINT0 PROTEINT0 CC PROTEINT2 IN RB JJ NNS
AIMed_d55@7	DT NN IN PROTEINT1 TO PROTEINT2 VBD RB RBR JJ
AIMed_d55@8	IN NN IN PRP$ NN TO PROTEINT1 PROTEINT2 VBD JJ TO VB NN IN DT JJ NN TO VBN JJ JJ NN JJ NNS RB IN JJ NNS
AIMed_d55@12	VBN RB PROTEINT1 VBZ DT JJ JJ JJ NN IN PROTEINT2 PROTEINT0 CC PROTEINT0 CC VBZ RB VBN IN NN JJ NNS
AIMed_d55@12	VBN RB PROTEINT1 VBZ DT JJ JJ JJ NN IN PROTEINT0 PROTEINT2 CC PROTEINT0 CC VBZ RB VBN IN NN JJ NNS
AIMed_d55@12	VBN RB PROTEINT1 VBZ DT JJ JJ JJ NN IN PROTEINT0 PROTEINT0 CC PROTEINT2 CC VBZ RB VBN IN NN JJ NNS
AIMed_d29@3	DT NN VBZ IN JJ CC JJ NN NNS IN NN CC NN IN PROTEINT0 VBD RB TO RB DT NN NN TO PROTEINT0 PROTEINT1 NN NNS DT PROTEINT2 CC NN PROTEINT0 CC TO DT PROTEINT0
AIMed_d29@3	DT NN VBZ IN JJ CC JJ NN NNS IN NN CC NN IN PROTEINT0 VBD RB TO RB DT NN NN TO PROTEINT0 PROTEINT1 NN NNS DT PROTEINT0 CC NN PROTEINT2 CC TO DT PROTEINT0
AIMed_d29@3	DT NN VBZ IN JJ CC JJ NN NNS IN NN CC NN IN PROTEINT0 VBD RB TO RB DT NN NN TO PROTEINT0 PROTEINT1 NN NNS DT PROTEINT0 CC NN PROTEINT0 CC TO DT PROTEINT2
AIMed_d29@8	DT NN VBZ IN PROTEINT1 VBZ CC VBZ PROTEINT2 PROTEINT0 CC DT PROTEINT0 IN JJ NNS
AIMed_d29@8	DT NN VBZ IN PROTEINT1 VBZ CC VBZ PROTEINT0 PROTEINT2 CC DT PROTEINT0 IN JJ NNS
AIMed_d29@8	DT NN VBZ IN PROTEINT1 VBZ CC VBZ PROTEINT0 PROTEINT0 CC DT PROTEINT2 IN JJ NNS
AIMed_d121@1	JJ JJ NN NNS IN DT PROTEINT1 JJ NN VBP VBN IN JJ NN VBG TO PROTEINT2 CC DT NN PROTEINT0 PROTEINT0 JJ NN
AIMed_d121@1	JJ JJ NN NNS IN DT PROTEINT1 JJ NN VBP VBN IN JJ NN VBG TO PROTEINT0 CC DT NN PROTEINT2 PROTEINT0 JJ NN
AIMed_d121@3	DT JJ NN NN IN DT PROTEINT1 NN VBZ VBN VBN TO VB DT NN NN RB RB IN DT NNS IN PROTEINT2 CC NN PROTEINT0 PROTEINT0 JJ NN NN
AIMed_d121@3	DT JJ NN NN IN DT PROTEINT1 NN VBZ VBN VBN TO VB DT NN NN RB RB IN DT NNS IN PROTEINT0 CC NN PROTEINT2 PROTEINT0 JJ NN NN
AIMed_d121@6	RB DT JJ JJ NN NNS NN CC NN IN JJ PROTEINT1 VBP DT VBN IN NN NN VBG TO DT NN PROTEINT2 JJ NN CC DT JJ PROTEINT0 PROTEINT0 NN FW FW
AIMed_d121@6	RB DT JJ JJ NN NNS NN CC NN IN JJ PROTEINT0 VBP DT VBN IN NN NN VBG TO DT NN PROTEINT0 JJ NN CC DT JJ PROTEINT1 PROTEINT2 NN FW FW
AIMed_d121@7	IN NN JJ NNS NN CC NN VBP JJ IN DT NNS IN PROTEINT1 CC JJ PROTEINT2 PROTEINT0
AIMed_d121@7	IN NN JJ NNS NN CC NN VBP JJ IN DT NNS IN PROTEINT1 CC JJ PROTEINT0 PROTEINT2
AIMed_d83@2	IN JJ NN JJ JJ NN CC NN IN NN NN IN NN PRP VBD JJ JJ NN NN NNS VBN RB IN DT NN IN PROTEINT1 PROTEINT0 IN PROTEINT2 CC RB IN DT NNS PROTEINT0 CC PROTEINT0
AIMed_d83@2	IN JJ NN JJ JJ NN CC NN IN NN NN IN NN PRP VBD JJ JJ NN NN NNS VBN RB IN DT NN IN PROTEINT0 PROTEINT1 IN PROTEINT2 CC RB IN DT NNS PROTEINT0 CC PROTEINT0
AIMed_d52@6	PRP VBP IN DT NN NN VBZ DT JJ NN NN IN PROTEINT0 PROTEINT1 TO VB CC TO VB VBN IN DT RB VBN NNS PROTEINT2 CC PROTEINT0 CC DT JJ NN NN IN PROTEINT0 PROTEINT0 TO VB VBN IN PROTEINT0 PROTEINT0 CC PROTEINT0
AIMed_d52@6	PRP VBP IN DT NN NN VBZ DT JJ NN NN IN PROTEINT0 PROTEINT1 TO VB CC TO VB VBN IN DT RB VBN NNS PROTEINT0 CC PROTEINT2 CC DT JJ NN NN IN PROTEINT0 PROTEINT0 TO VB VBN IN PROTEINT0 PROTEINT0 CC PROTEINT0
AIMed_d52@6	PRP VBP IN DT NN NN VBZ DT JJ NN NN IN PROTEINT0 PROTEINT0 TO VB CC TO VB VBN IN DT RB VBN NNS PROTEINT0 CC PROTEINT0 CC DT JJ NN NN IN PROTEINT0 PROTEINT1 TO VB VBN IN PROTEINT2 PROTEINT0 CC PROTEINT0
AIMed_d52@6	PRP VBP IN DT NN NN VBZ DT JJ NN NN IN PROTEINT0 PROTEINT0 TO VB CC TO VB VBN IN DT RB VBN NNS PROTEINT0 CC PROTEINT0 CC DT JJ NN NN IN PROTEINT0 PROTEINT1 TO VB VBN IN PROTEINT0 PROTEINT2 CC PROTEINT0
AIMed_d52@6	PRP VBP IN DT NN NN VBZ DT JJ NN NN IN PROTEINT0 PROTEINT0 TO VB CC TO VB VBN IN DT RB VBN NNS PROTEINT0 CC PROTEINT0 CC DT JJ NN NN IN PROTEINT0 PROTEINT1 TO VB VBN IN PROTEINT0 PROTEINT0 CC PROTEINT2
AIMed_d168@2	DT PROTEINT1 PROTEINT0 PROTEINT2 VBZ DT NN IN DT NN IN NN CC NN NN NNS WDT VBP VBN NNS IN PRP$ JJ CC JJ NNS
AIMed_d168@3	PRP VBP VBN JJ NN IN DT JJ NN IN DT PROTEINT1 TO VB IN JJ NN NNS VBN IN PROTEINT2 PROTEINT0 NN
AIMed_d168@3	PRP VBP VBN JJ NN IN DT JJ NN IN DT PROTEINT1 TO VB IN JJ NN NNS VBN IN PROTEINT0 PROTEINT2 NN
AIMed_d168@4	JJ NNS VBD VBN IN NNS IN JJ PROTEINT1 NN NNS PROTEINT2 CC VBN IN PROTEINT0 NN NN IN DT NN IN JJ NNS
AIMed_d168@5	NN IN NN IN NN CD NN IN NN NN NN VBD IN DT JJ NN IN PROTEINT1 NN IN DT PROTEINT2
AIMed_d168@8	RB DT NN NN IN JJ PROTEINT1 VBN IN NN NNS VBD JJ PROTEINT2 NN
AIMed_d168@11	DT NNS VBP IN NN VBZ DT JJ PROTEINT1 NN NN IN DT PROTEINT2
AIMed_d203@3	CD RB VBG NNS IN DT PROTEINT0 PROTEINT1 PROTEINT0 VBP DT NNS PROTEINT2 CC PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 NN CD
AIMed_d203@3	CD RB VBG NNS IN DT PROTEINT0 PROTEINT0 PROTEINT1 VBP DT NNS PROTEINT0 CC PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 NN CD
AIMed_d203@3	CD RB VBG NNS IN DT PROTEINT0 PROTEINT0 PROTEINT0 VBP DT NNS PROTEINT0 CC PROTEINT0 CC DT PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT2 NN CD
AIMed_d203@5	RB PRP VBP DT JJ NN IN CD NN NN IN DT JJ JJ NN IN PROTEINT1 PROTEINT0 VBN IN PROTEINT2
AIMed_d114@6	PRP VBP IN DT CD NN NNS VBN IN NN CD IN PROTEINT1 DT RB VBN NN VBP JJ CC JJ IN NN IN VBN PROTEINT2 IN PRP$ NN
AIMed_d114@8	IN DT JJ NN NN DT PROTEINT0 NNS JJ PROTEINT0 PROTEINT1 PROTEINT0 CC PROTEINT0 CC DT PROTEINT0 IN NNP JJ NN RB VBP TO VBN PROTEINT2
AIMed_d114@8	IN DT JJ NN NN DT PROTEINT0 NNS JJ PROTEINT0 PROTEINT0 PROTEINT1 CC PROTEINT0 CC DT PROTEINT0 IN NNP JJ NN RB VBP TO VBN PROTEINT2
AIMed_d114@8	IN DT JJ NN NN DT PROTEINT0 NNS JJ PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT1 CC DT PROTEINT0 IN NNP JJ NN RB VBP TO VBN PROTEINT2
AIMed_d114@8	IN DT JJ NN NN DT PROTEINT0 NNS JJ PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT PROTEINT1 IN NNP JJ NN RB VBP TO VBN PROTEINT2
AIMed_d114@9	PRP VBP VBN DT JJ JJ NN IN PROTEINT1 JJ TO VB IN VBN PROTEINT2 CC PRP$ NNS VBG IN DT PROTEINT0 NN NN IN PROTEINT0 VBZ IN DT NN WDT VBZ VBN IN DT CD NN NNS
AIMed_d114@9	PRP VBP VBN DT JJ JJ NN IN PROTEINT0 JJ TO VB IN VBN PROTEINT0 CC PRP$ NNS VBG IN DT PROTEINT1 NN NN IN PROTEINT2 VBZ IN DT NN WDT VBZ VBN IN DT CD NN NNS
AIMed_d60@1	NN IN PROTEINT0 PROTEINT1 IN PROTEINT2 IN NN NN NNS CC FW FW
AIMed_d60@3	PROTEINT1 CC DT NN NN WDT VBZ PRP PROTEINT2 VBD RB VBN IN NN NN NNS VBN IN NNS VBG DT IN CD JJ NNS NN NN IN DT PROTEINT0 NN NN
AIMed_d60@3	PROTEINT1 CC DT NN NN WDT VBZ PRP PROTEINT0 VBD RB VBN IN NN NN NNS VBN IN NNS VBG DT IN CD JJ NNS NN NN IN DT PROTEINT2 NN NN
AIMed_d60@3	PROTEINT0 CC DT NN NN WDT VBZ PRP PROTEINT1 VBD RB VBN IN NN NN NNS VBN IN NNS VBG DT IN CD JJ NNS NN NN IN DT PROTEINT2 NN NN
AIMed_d60@4	DT PROTEINT1 NNS VBN IN NNS VBN IN NN CC NN NNS VBD PROTEINT0 PROTEINT2 IN JJ NN FW FW
AIMed_d60@6	DT NNS VBP IN CD NN IN PROTEINT1 IN JJ NN VBZ TO VB CC VB PROTEINT0 PROTEINT2
AIMed_d204@1	DT JJ NN IN VBN PROTEINT0 PROTEINT1 VBZ RB VBN IN NN IN PRP$ JJ NN PROTEINT2 PROTEINT0
AIMed_d204@1	DT JJ NN IN VBN PROTEINT0 PROTEINT1 VBZ RB VBN IN NN IN PRP$ JJ NN PROTEINT0 PROTEINT2
AIMed_d204@7	RB DT VBN CC RB DT JJ NNS IN JJ CC JJ JJ NNS CD PROTEINT1 NNS VBP JJ TO VB NNS IN PROTEINT2
AIMed_d204@9	DT VBZ IN DT JJ NN NN IN PROTEINT0 IN NN TO DT VBG NNS IN PROTEINT1 CC PROTEINT0 VBZ RB VB IN PROTEINT2
AIMed_d204@9	DT VBZ IN DT JJ NN NN IN PROTEINT0 IN NN TO DT VBG NNS IN PROTEINT0 CC PROTEINT1 VBZ RB VB IN PROTEINT2
AIMed_d204@10	IN NN PRP VBP VBN IN DT NN IN DT JJ NN IN PROTEINT1 CC PRP$ NN TO VB NN VBZ RB VBN IN NN NN IN PROTEINT2 WDT RBR VBZ DT NN IN DT NN IN JJ NN IN JJ NN IN PROTEINT0
AIMed_d113@1	NN CC JJ NN IN PROTEINT1 DT JJ PROTEINT0 PROTEINT2 VBG NN IN JJ NN NN
AIMed_d113@2	VBG DT NN NN NN NN PRP VBD NNS WDT VBP DT JJ PROTEINT1 PROTEINT0 VBN PROTEINT2
AIMed_d161@1	NN IN DT CD NN NN TO VB DT NN IN DT NN PROTEINT1 IN DT JJ NN PROTEINT2
AIMed_d161@3	PROTEINT1 VBZ IN DT PROTEINT2 PROTEINT0 PROTEINT0 NN IN NN NN CC NN IN PROTEINT0 TO DT NN VBZ NN NN IN PROTEINT0
AIMed_d161@5	VBG PROTEINT0 IN NN CC VBG DT JJ NN NN NN TO DT NN NNS PRP VBP VBN IN PROTEINT1 VBZ IN DT NN NN PROTEINT2
AIMed_d161@7	PRP VBP IN PROTEINT1 VBZ TO PROTEINT2 FW FW IN NNS WRB DT JJ VBZ JJ
AIMed_d166@2	NNS IN JJ PROTEINT1 PROTEINT0 JJ IN VBG TO CC DT JJ PROTEINT2 NN CC PROTEINT0 VBD VBN IN NN IN NN NN NNS IN PROTEINT0 IN NNS IN CC NN NN CC NN
AIMed_d166@2	NNS IN JJ PROTEINT1 PROTEINT0 JJ IN VBG TO CC DT JJ PROTEINT0 NN CC PROTEINT2 VBD VBN IN NN IN NN NN NNS IN PROTEINT0 IN NNS IN CC NN NN CC NN
AIMed_d166@2	NNS IN JJ PROTEINT0 PROTEINT1 JJ IN VBG TO CC DT JJ PROTEINT2 NN CC PROTEINT0 VBD VBN IN NN IN NN NN NNS IN PROTEINT0 IN NNS IN CC NN NN CC NN
AIMed_d166@2	NNS IN JJ PROTEINT0 PROTEINT1 JJ IN VBG TO CC DT JJ PROTEINT0 NN CC PROTEINT2 VBD VBN IN NN IN NN NN NNS IN PROTEINT0 IN NNS IN CC NN NN CC NN
AIMed_d166@3	DT NN IN PROTEINT1 RBS JJ IN VBG TO DT PROTEINT2 VBZ VBN IN NNS IN DT JJ NN IN DT NN NN NN IN DT NN CC NN NN
AIMed_d166@5	DT CD NNS IN PROTEINT1 WDT VBP DT NN IN JJ NN IN PROTEINT2 NN NN CC NN VBP VBN IN JJ NNS WDT VBP RB DT JJ NN
AIMed_d166@7	DT JJ NN IN PROTEINT1 WDT VBZ NNS IN DT NN NN IN DT NN CC NN NN RB VBD DT JJ NN IN PROTEINT2 NN
AIMed_d166@8	NNS IN PROTEINT1 IN CC DT NN CC NNS VBP VBN IN VBG DT PROTEINT2 NN
AIMed_d166@9	NN IN DT PROTEINT1 NN NN IN PROTEINT2 VBN NNS IN PROTEINT0 NN
AIMed_d69@1	NN IN PROTEINT1 VBZ NN IN PROTEINT2 IN NNS WDT RB VBP PRP$ JJ NN
AIMed_d69@2	IN VBG JJ JJ CC JJ NNS PROTEINT1 VBZ VBN IN NN CC NN IN CD NNS CD IN WDT VBP VBN FW FW IN PROTEINT2 PROTEINT0
AIMed_d69@2	IN VBG JJ JJ CC JJ NNS PROTEINT1 VBZ VBN IN NN CC NN IN CD NNS CD IN WDT VBP VBN FW FW IN PROTEINT0 PROTEINT2
AIMed_d69@4	NN IN PROTEINT1 VBZ IN JJ JJ NN IN PROTEINT2 IN CD CC JJR IN DT CD NNS CC VBZ JJ IN VBN PROTEINT0 NN NN
AIMed_d69@5	NN IN JJ JJ PROTEINT1 NNS FW FW IN PROTEINT2 VBZ PRP$ JJ NN
AIMed_d69@7	PRP VBP IN PROTEINT1 VBZ JJ IN VBG NNS IN DT JJ JJ NN WDT MD VB VBN IN JJ NN IN NN TO PROTEINT2 NN
AIMed_d89@1	DT JJ NNS IN DT PROTEINT1 VBP VBN IN NN NN PROTEINT2
AIMed_d89@11	DT JJ NN VBZ VBN IN NN NN PROTEINT1 VBZ TO DT PROTEINT2 VBG PRP$ JJ NN
AIMed_d186@4	RB JJ PROTEINT1 NN NN VBD VBN IN NNS VBN IN RB PROTEINT2 RB DT NN IN CC PROTEINT0 CC PROTEINT0 VBD IN JJ NN NN IN DT NN IN RB CD NN VBG IN DT NNS VBP JJ NNS IN DT PROTEINT0 PROTEINT0
AIMed_d186@5	IN PROTEINT1 VBZ IN DT JJ JJ NN TO DT JJ PROTEINT0 PROTEINT0 IN PROTEINT2 NN PRP MD RB VB DT NN IN PROTEINT0 IN VBG VBN PROTEINT0 NN NN
AIMed_d150@1	NN IN DT PROTEINT0 VBN NN NN PROTEINT1 IN VBG TO DT PROTEINT2 NN
AIMed_d150@4	IN DT NN PRP VBZ VBN IN PROTEINT1 VBZ DT NN NN WDT VBZ RB JJ TO DT PROTEINT0 NN NNS IN JJ JJ NNS CC VBZ TO DT NN NN IN PROTEINT2 CC FW FW CC FW FW
AIMed_d150@6	NN NNS VBD DT NN IN PROTEINT1 CC PROTEINT2 IN VBG JJ JJ NN NNS
AIMed_d181@1	NN IN DT PROTEINT1 NN NN VBD TO DT NN CC NN NNS IN PROTEINT2
AIMed_d181@3	DT NN NN VBZ DT JJ NN NN NN CC DT FW FW PROTEINT1 NN NN NN IN PROTEINT2
AIMed_d181@4	DT JJ NN IN DT PROTEINT1 NN NN VBD TO DT PROTEINT2 NN WDT VBZ DT NN NN NN CD NN CC CD NN NNS VBD IN NN DT NN NN VBZ DT NN NN IN PROTEINT0 IN DT NN JJ IN DT IN RB VBN NN NN NNS CC VBP DT NN NN WDT VBZ DT JJ NN VBG IN DT NN NN CC CD SYM NNS VBZ DT NN NN IN PROTEINT0
AIMed_d181@5	DT NN IN DT NN VBZ IN DT PROTEINT1 NN NN IN DT PROTEINT2 NN NN VBZ IN RB VBN NNS WDT VBP RB VBN IN NN CC IN PRP VBZ DT NN IN NN NN
AIMed_d181@6	DT CD RBS RB VBN PROTEINT1 NNS VBP PROTEINT2 NN FW FW
AIMed_d181@7	DT NN VBZ NN IN DT PROTEINT1 PROTEINT2 NN NNS FW FW CC MD VB DT JJ NN IN DT PROTEINT0 NN IN NN NN
AIMed_d80@1	PROTEINT1 DT JJ NN JJ NN VBZ IN DT NN NN IN PROTEINT2 CC VBZ NN
AIMed_d80@2	VBG DT JJ NN IN PROTEINT0 IN DT NN JJ NN PRP VBP VBN DT JJ VBG NN PROTEINT1 WDT VBZ PROTEINT2 CC PROTEINT0 PROTEINT0 DT NN IN PROTEINT0 VBG VBN NN NN CC RB DT RB JJ NNS PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0
AIMed_d80@2	VBG DT JJ NN IN PROTEINT0 IN DT NN JJ NN PRP VBP VBN DT JJ VBG NN PROTEINT1 WDT VBZ PROTEINT0 CC PROTEINT2 PROTEINT0 DT NN IN PROTEINT0 VBG VBN NN NN CC RB DT RB JJ NNS PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0
AIMed_d80@2	VBG DT JJ NN IN PROTEINT0 IN DT NN JJ NN PRP VBP VBN DT JJ VBG NN PROTEINT1 WDT VBZ PROTEINT0 CC PROTEINT0 PROTEINT2 DT NN IN PROTEINT0 VBG VBN NN NN CC RB DT RB JJ NNS PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0
AIMed_d80@4	DT NN NN IN PROTEINT1 JJ TO DT NN NN IN PROTEINT0 VBZ PRP$ NN TO VB PROTEINT2 VBG DT NN NN TO NN NN NN
AIMed_d80@5	NN IN PROTEINT0 IN NN CC NN NNS VBZ NN WDT IN PROTEINT0 VBN NN VBZ VBN IN PROTEINT1 DT JJ NN IN DT PROTEINT2 PROTEINT0 VBG NN
AIMed_d122@3	IN JJ NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NNP NNP CD NNP NNP NNP CD CD PRP VBP VBN IN NN IN PROTEINT1 VBD VBN IN NN IN DT JJ NN PROTEINT2
AIMed_d122@8	NN IN PROTEINT1 NN NN IN DT JJ PROTEINT2 PROTEINT0 IN CD JJ NNS VBZ IN NN IN NNS CD CC CD VBZ NN IN IN JJS RB
AIMed_d122@8	NN IN PROTEINT1 NN NN IN DT JJ PROTEINT0 PROTEINT2 IN CD JJ NNS VBZ IN NN IN NNS CD CC CD VBZ NN IN IN JJS RB
AIMed_d51@6	RB PRP VBP DT JJ NN IN DT PROTEINT1 NN IN DT JJ NN WDT VBZ VBN IN JJ NN TO PROTEINT2 CC DT NN NN
AIMed_d51@9	DT NN IN DT PROTEINT1 PROTEINT2 NN JJ NN VBZ DT JJ NN IN DT JJ NN IN NN NN IN NN NN
AIMed_d87@2	NN IN DT PROTEINT0 NN IN PROTEINT1 IN DT PROTEINT0 PROTEINT2 PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT0 VBD VBN VBG DT JJ NN IN VBG IN NN CC NN NN IN NNP NNP
AIMed_d87@2	NN IN DT PROTEINT0 NN IN PROTEINT1 IN DT PROTEINT0 PROTEINT0 PROTEINT2 CC DT PROTEINT0 PROTEINT0 PROTEINT0 VBD VBN VBG DT JJ NN IN VBG IN NN CC NN NN IN NNP NNP
AIMed_d87@2	NN IN DT PROTEINT0 NN IN PROTEINT1 IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0 PROTEINT2 PROTEINT0 VBD VBN VBG DT JJ NN IN VBG IN NN CC NN NN IN NNP NNP
AIMed_d87@2	NN IN DT PROTEINT0 NN IN PROTEINT1 IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC DT PROTEINT0 PROTEINT0 PROTEINT2 VBD VBN VBG DT JJ NN IN VBG IN NN CC NN NN IN NNP NNP
AIMed_d87@4	DT NNS IN NN NN VBD IN PROTEINT1 NN NN CC NN VBP IN CC PROTEINT0 PROTEINT2 CC PROTEINT0 PROTEINT0 NN IN NN CC NN NN VBP RB IN PROTEINT0 PROTEINT0 NN
AIMed_d87@4	DT NNS IN NN NN VBD IN PROTEINT1 NN NN CC NN VBP IN CC PROTEINT0 PROTEINT0 CC PROTEINT2 PROTEINT0 NN IN NN CC NN NN VBP RB IN PROTEINT0 PROTEINT0 NN
AIMed_d87@5	NN IN PROTEINT1 CC NN IN PROTEINT2 PROTEINT0 CC PROTEINT0 PROTEINT0 SYM PROTEINT0 IN WDT DT JJ CD NN NNS VBG DT NN NN VBD VBN VBD
AIMed_d87@5	NN IN PROTEINT1 CC NN IN PROTEINT0 PROTEINT0 CC PROTEINT2 PROTEINT0 SYM PROTEINT0 IN WDT DT JJ CD NN NNS VBG DT NN NN VBD VBN VBD
AIMed_d87@7	NN IN NN IN NN IN PROTEINT1 IN PROTEINT2 PROTEINT0 VBD RB JJR IN VBN TO PROTEINT0
AIMed_d87@7	NN IN NN IN NN IN PROTEINT1 IN PROTEINT0 PROTEINT0 VBD RB JJR IN VBN TO PROTEINT2
AIMed_d87@8	DT NN IN PROTEINT1 CC PROTEINT2 PROTEINT0 NN VBD RB JJR IN VBN TO PROTEINT0 CC VBD RB VBN RB IN PROTEINT0 PROTEINT0 SYM PROTEINT0 CD
AIMed_d87@8	DT NN IN PROTEINT1 CC PROTEINT0 PROTEINT0 NN VBD RB JJR IN VBN TO PROTEINT2 CC VBD RB VBN RB IN PROTEINT0 PROTEINT0 SYM PROTEINT0 CD
AIMed_d87@8	DT NN IN PROTEINT1 CC PROTEINT0 PROTEINT0 NN VBD RB JJR IN VBN TO PROTEINT0 CC VBD RB VBN RB IN PROTEINT2 PROTEINT0 SYM PROTEINT0 CD
AIMed_d87@9	RB DT JJ NN IN PROTEINT1 VBZ TO VB DT JJ NN IN NN IN PROTEINT2 RB VBG DT JJ JJ NN IN JJ NN IN DT PROTEINT0 NN
AIMed_d125@2	NNS IN DT PROTEINT1 NN IN PRP CC JJ NNS IN DT PROTEINT0 NN VBG PROTEINT2 PROTEINT0 PROTEINT0 CC PROTEINT0 VBD VBN IN DT NN JJ NN
AIMed_d125@2	NNS IN DT PROTEINT1 NN IN PRP CC JJ NNS IN DT PROTEINT0 NN VBG PROTEINT0 PROTEINT2 PROTEINT0 CC PROTEINT0 VBD VBN IN DT NN JJ NN
AIMed_d125@2	NNS IN DT PROTEINT1 NN IN PRP CC JJ NNS IN DT PROTEINT0 NN VBG PROTEINT0 PROTEINT0 PROTEINT2 CC PROTEINT0 VBD VBN IN DT NN JJ NN
AIMed_d125@2	NNS IN DT PROTEINT1 NN IN PRP CC JJ NNS IN DT PROTEINT0 NN VBG PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT2 VBD VBN IN DT NN JJ NN
AIMed_d125@6	PROTEINT1 RB VBD IN PROTEINT2 CC PROTEINT0 CC IN DT JJ NNS PROTEINT0 CC PROTEINT0
AIMed_d125@6	PROTEINT1 RB VBD IN PROTEINT0 CC PROTEINT2 CC IN DT JJ NNS PROTEINT0 CC PROTEINT0
AIMed_d125@6	PROTEINT1 RB VBD IN PROTEINT0 CC PROTEINT0 CC IN DT JJ NNS PROTEINT2 CC PROTEINT0
AIMed_d125@6	PROTEINT1 RB VBD IN PROTEINT0 CC PROTEINT0 CC IN DT JJ NNS PROTEINT0 CC PROTEINT2
AIMed_d125@11	DT NNS VBP DT NN WRB PROTEINT0 CC PROTEINT0 RB VBP PROTEINT0 NN CC VBP IN NNS IN PROTEINT1 PROTEINT2 NN MD VB JJ IN DT IN PROTEINT0 PROTEINT0 NN
